Email,First Name,Last Name,Company,Industry,Phone,Address,City,State,Reviews,Website,,,
wyomingmeats@wyomingmeatmarket.org,N/A,N/A,Wyoming Meat Market,Butcher,(513) 821-2200,"513 Wyoming Ave, Cincinnati, OH 45215, USA",Cincinnati,OH,99,N/A,super duper nice,,
vonderhaar1@fuse.net,N/A,N/A,Vonderhaar's Market,Butcher,(513) 554-1969,"19 W Pleasant St, Reading, OH 45215, USA",Reading,OH,205,https://www.vonderhaarsmarket.com/,very nice looking place medium/high priority,,
villagebutchermayfield@gmail.com,N/A,N/A,The Village Butcher,Butcher,(440) 565-7330,"818 SOM Ctr Rd, Mayfield, OH 44143, USA",Mayfield,OH,103,https://www.thevillagebutchermayfield.com/,,,
tommysjerkyandsmokies@gmail.com,N/A,N/A,Tommy's Jerky Outlet,Butcher,(440) 260-9969,"7561 Pearl Rd, Middleburg Heights, OH 44130, USA",Middleburg Heights,OH,40,https://tommysjerky.com/,they have some private label and multiple locations worth reaching out,,
Tjsbutcherblock@gmail.com,N/A,N/A,TJ's Butcher Block & Deli,Butcher,(216) 521-3303,"14415 Detroit Ave, Lakewood, OH 44107, USA",Lakewood,OH,177,http://www.tjsbutcherblock.com/,medium,,
themeatstore4u@gmail.com,N/A,N/A,The Meat Store,Butcher,(513) 752-2660,"956 Old State Rte 74, Batavia, OH 45103, USA",Batavia,OH,103,https://www.themeatstorecincy.com/,nice place medium priority,,
szucs.miklos1@gmail.com,N/A,N/A,Dohar Meats. - Parma,Butcher,(440) 558-2741,"6039 State Rd, Parma, OH 44134, USA",Parma,OH,59,N/A,,,
support@myproteinlocker.com,N/A,N/A,My Protein Locker,Butcher,(419) 902-7318,"4024 N Holland Sylvania Rd, Toledo, OH 43623, USA",Toledo,OH,47,http://www.myproteinlocker.com/,,,
springmill939@gmail.com,N/A,N/A,Springmill Corner Market,Butcher,(419) 747-4583,"939 Springmill St, Mansfield, OH 44906, USA",Mansfield,OH,106,N/A,,,
shop@dorothylane.com,N/A,N/A,Dorothy Lane Market,Butcher,(937) 434-1294,"6177 Far Hills Ave, Washington Township, OH 45459, USA",Washington Township,OH,1860,http://www.dorothylane.com/,filled out form,,
sales@carrollcreekfarms.com,N/A,N/A,Carroll Creek Farms,Butcher,(513) 884-5044,"10045 Brooks-Carroll Rd, Waynesville, OH 45068, USA",Waynesville,OH,114,http://www.carrollcreekfarms.com/,small farm may want pl,,
rrqmeats@gmail.com,N/A,N/A,R & R Quality Meats Inc. The Original Caterers,Butcher,(513) 661-3254,"4029 Harrison Ave, Cincinnati, OH 45211, USA",Cincinnati,OH,48,http://www.randrmeats.com/,medium priorty,,
rospertsmarket@gmail.com,N/A,N/A,"Rospert's Meat Market, L.L.C.",Butcher,(419) 668-5425,"3675 Lehigh Rd Suite A, Norwalk, OH 44857, USA",Norwalk,OH,73,https://rospertsmeatmarketnorwalk.com/,,,
relliottjr8@yahoo.com,N/A,N/A,Schuman's Meats,Butcher,(614) 274-2161,"1440 Harrisburg Pike, Columbus, OH 43223, USA",Columbus,OH,803,http://www.schumansmeats.com/,low-medium priority,,
Questions@theblockandcleaver.com,N/A,N/A,The Block & Cleaver,Butcher,(740) 348-5375,"54 W Main St, Newark, OH 43055, USA",Newark,OH,77,http://www.theblockandcleaver.com/,high priority this place rocks and is new,,
polenmeats@gmail.com,N/A,N/A,Polen Meats LLC,Butcher,(330) 488-2525,"612 Trump Ave NE, Canton, OH 44730, USA",Canton,OH,117,http://polenmeatsllc.com/,this looks very nice,,
phil@thebutcherspantry.com,N/A,N/A,The Butcher's Pantry,Butcher,(440) 316-2700,"33475 Station St, Solon, OH 44139, USA",Solon,OH,158,http://thebutcherspantry.com/,also very nice need to reach out immediately,,
patmurray@humbertmeats.com,N/A,N/A,Humbert Meats,Butcher,(513) 922-5981,"5679 Rapid Run Rd, Cincinnati, OH 45238, USA",Cincinnati,OH,223,https://humbertmeats.com/,,,
Newtownbutcher@gmail.com,N/A,N/A,New Town Butcher Shop,Butcher,(937) 689-3540,"112 Brush Row Rd, Xenia, OH 45385, USA",Xenia,OH,6,N/A,low priority,,
mrstanley@stanleysmarket.com,N/A,N/A,Stanley's Market,Butcher,(419) 726-4347,"3302 Stickney Ave, Toledo, OH 43608, USA",Toledo,OH,301,https://www.stanleysmarketstore.com/,good pl propsect,,
monnettesglendale@gmail.com,N/A,N/A,Monnette's Market,Butcher,(419) 382-6372,"4760 Glendale Ave, Toledo, OH 43614, USA",Toledo,OH,1987,http://shopmonnettes.com/,local grocery stores these are pretty nice,,
mentorfamilyfoods@att.net,N/A,N/A,Mentor Family Foods,Butcher,(440) 946-3788,"7294 Lakeshore Blvd, Mentor, OH 44060, USA",Mentor,OH,331,http://www.mentorfamilyfoods.com/,local grocery store may want pl,,
LinksCountryMeats@LinksMeats.com,N/A,N/A,"Link's Country Meats, llc",Butcher,(419) 683-2195,"7252 Leesville Rd, Crestline, OH 44827, USA",Crestline,OH,110,https://m.facebook.com/Links-Country-Meats-344581075572045/,,,
Krbutcherblock@outlook.com,Ken,Rains,The Butcher Block,Butcher,(513) 583-0175,"9155 Lighthouse Way, Loveland, OH 45140, USA",Loveland,OH,48,https://kensbutcherblock.com/,"Nice place, new owner, Ken is the owner",,
jjtrumpower@gmail.com,N/A,N/A,Pinhook Meats LLC,Butcher,(419) 892-0050,"236 W Main St, Lucas, OH 44843, USA",Lucas,OH,166,http://pinhookmeatsllc.com/,looks very nice definitley call,,
info@trumbull-locker.com,N/A,N/A,Trumbull Locker Plant,Butcher,(440) 474-4631,"3393 State Rte 534, Rock Creek, OH 44084, USA",Rock Creek,OH,264,http://www.trumbull-locker.com/,good lead better than name applies,,
info@shermanprovision.com,N/A,N/A,Sherman Provision,Butcher,(330) 825-2711,"3998 Johnson Rd, Barberton, OH 44203, USA",Barberton,OH,164,https://shermanprovision.com/,smaller but not bad either,,
info@ohiocityprovisions.com,N/A,N/A,Ohio City Provisions,Butcher,(216) 465-2762,"3208 Lorain Ave, Cleveland, OH 44113, USA",Cleveland,OH,352,http://www.ohiocityprovisions.com/,nice looking place,,
info@misterbrisket.com,N/A,N/A,"Mister Brisket, Inc.",Butcher,(216) 932-8620,"2156 S Taylor Rd, Cleveland, OH 44118, USA",Cleveland,OH,152,http://misterbrisket.com/,,,
info@lakeroadmarket.com,N/A,N/A,Lake Road Market,Butcher,(440) 331-9326,"20267 Lake Rd, Rocky River, OH 44116, USA",Rocky River,OH,216,http://www.lakeroadmarket.com/,,,
info@hurdwell2morrow.com,N/A,N/A,Hurdwell Meats,Butcher,(567) 245-5614,"526 N Main St, Arlington, OH 45814, USA",Arlington,OH,37,http://hurdwell2morrow.com/,"recently opened, amazing lead",,
info@forismeats.com,N/A,N/A,Foris Extraordinary Meats,Butcher,(614) 670-5726,"1145 Chesapeake Ave suite e, Columbus, OH 43212, USA",Columbus,OH,22,https://www.forismeats.com/,"charcuterie place, low priority, better jerky lead",,
info@cliftonmarket.com,N/A,N/A,Clifton Market,Butcher,(513) 861-3000,"319 Ludlow Ave, Cincinnati, OH 45220, USA",Cincinnati,OH,1006,https://www.cliftonmarket.com/,nice neighborhood market,,
info@bqmfresh.combottom,N/A,N/A,Buckeye Quality Meats,Butcher,(330) 357-4365,"9356 OH-14, Streetsboro, OH 44241, USA",Streetsboro,OH,113,https://www.bqmfresh.com/,,,
info@bluescreekfarmmeats.com,N/A,N/A,Bluescreek Farm Meats & Market,Butcher,(614) 504-6605,"8120 US-42, Plain City, OH 43064, USA",Plain City,OH,185,http://www.bluescreekfarmmeats.com/,awesome looking place bluescreekfarmmeats@yahoo.com,,
info@bellawoodfarm.com,N/A,N/A,Bellawood Farm,Butcher,(614) 833-1211,"8677 Oregon Rd, Canal Winchester, OH 43110, USA",Canal Winchester,OH,18,http://www.bellawoodfarm.com/,"must be new, looks really nice",,
holzmanmeats@gmail.com,N/A,N/A,Holzman Meats,Butcher,(513) 489-1411,"10815 Montgomery Rd, Cincinnati, OH 45242, USA",Cincinnati,OH,99,http://holzmanmeatsanddeli.com/,also nice looking gotta call this one,,
help@applesmarket.com,N/A,N/A,Apples Market,Butcher,(440) 365-4687,"230 Abbe Rd N, Elyria, OH 44035, USA",Elyria,OH,1264,http://applesmarket.com/,not bad looking grocery store they have at least 2 locations,,
hello@yocattleco.com,N/A,N/A,Youngstown Cattle Company,Butcher,(234) 759-3140,"9056 N Lima Rd, Youngstown, OH 44514, USA",Youngstown,OH,24,http://youngstowncattleco.com/,just opened,,
heffelfingersmeatmarket@gmail.com,N/A,N/A,Heffelfinger's Meat Market,Butcher,(419) 496-0988,"1110 Commerce Parkway, Ashland, OH 44805, USA",Ashland,OH,105,https://www.facebook.com/HeffelfingersMeatMarket,very nice high priority,,
hammannscatering@gmail.com,N/A,N/A,"Hammann's Catering, Butcher Shop & Deli",Butcher,(513) 858-3237,"6180 Winton Rd, Fairfield, OH 45014, USA",Fairfield,OH,164,http://www.hammannscatering.com/,,,
filler@godaddy.comOrdersMy,N/A,N/A,Fowl’s Farm Market,Butcher,(440) 737-3695,"43655 Telegraph Rd, Elyria, OH 44035, USA",Elyria,OH,164,http://www.fowlsfarmmarket.com/,,,
farmmarket@hotmail.com,N/A,N/A,Vermilion Farm Market,Butcher,(440) 967-9659,"2901 Liberty Ave, Vermilion, OH 44089, USA",Vermilion,OH,990,http://vermilionfarmmarket.net/,highest priority this place rocks,,
deejaysprocessing@gmail.com,N/A,N/A,Dee-Jays Custom Butchering,Butcher,(740) 694-7492,"17460 Ankneytown Rd, Fredericktown, OH 43019, USA",Fredericktown,OH,22,http://www.deejayscustombutchering.com/,,,
cornerstonemarket301@gmail.com,N/A,N/A,Cornerstone Market,Butcher,(330) 630-3354,"301 S Main St, Munroe Falls, OH 44262, USA",Munroe Falls,OH,1392,http://www.mycornerstonemarket.com/,very nice looking grocery store,,
contact@weilandsmarket.com,N/A,N/A,Weiland's Market,Butcher,(614) 267-9878,"3600 Indianola Ave, Columbus, OH 43214, USA",Columbus,OH,977,https://weilandsmarket.com/,high priority gourmet market reach out asap,,
contact@toromeatmarket.com,N/A,N/A,Toro Meat Market,Butcher,(380) 888-7155,"1405 E Dublin Granville Rd, Columbus, OH 43229, USA",Columbus,OH,166,http://www.toromeatmarket.com/,2 years old reach out asap,,
contact@toromeatmarket.com,N/A,N/A,Toro Meat Market Parsons,Butcher,(614) 869-0099,"704 Parsons Ave, Columbus, OH 43206, USA",Columbus,OH,33,https://www.toromeatmarket.com/,,,
contact@berrysnaturalfoodmarket.comMon,N/A,N/A,Berry's Natural Food Market,Butcher,(330) 953-1647,"4405 Mahoning Ave, Youngstown, OH 44515, USA",Youngstown,OH,139,http://www.berrysnaturalfoodmarket.com/,nice natural market,,
chris@wilgingmeats.com,Chris,N/A,WILGINGS FINE MEATS,Butcher,(419) 756-5262,"1391 Lexington Ave, Mansfield, OH 44906, USA",Mansfield,OH,77,https://www.wilgingmeats.com/,reach out soon not bad,,
chaz.mize@gmail.com,N/A,N/A,Miro's Meat Market,Butcher,(440) 953-3758,"34900 Lakeshore Blvd # 103, Willoughby, OH 44095, USA",Willoughby,OH,34,N/A,kinda european may want pl label tho,,
brian@winnersmeats.com,Brian,N/A,Winner's Meat Farm,Butcher,(937) 548-7513,"2259 OH-502, Greenville, OH 45331, USA",Greenville,OH,126,https://www.winnersmeats.com/,seems very new great lead reach out today,,
Bonnerfarmsbeef@gmail.com,N/A,N/A,Bonner Farms Beef & Market,Butcher,(330) 527-3444,"12428 OH-88, Garrettsville, OH 44231, USA",Garrettsville,OH,61,https://www.bonnerfarmsbeef.com/,"must be new, huge building looks nice, amish stuff",,
BisonRanchEllsworthOh@gmail.com,N/A,N/A,The Bison Ranch,Butcher,(330) 207-2887,"5946 S Salem-Warren Rd, North Jackson, OH 44451, USA",North Jackson,OH,36,N/A,looks awesome great pl prospect - they arent open very often moving on for now,,
beechmont@countryfreshfarmmarket.com,N/A,N/A,Country Fresh Farm Market and Wine & Beer Depot,Butcher,(513) 474-9167,"8315 Beechmont Ave #15, Cincinnati, OH 45255, USA",Cincinnati,OH,844,https://countryfreshfarmmarket.com/,very nice grocery store.,,
baduriksbutcherblock@gmail.com,N/A,N/A,Badurik's Butcher Block,Butcher,(330) 652-2333,"3761 S Main St, Mineral Ridge, OH 44440, USA",Mineral Ridge,OH,275,https://www.baduriksbutcherblock.com/,nice looking store,,
alsqualitymaket@yahoo.com,N/A,N/A,Al’s Quality Market,Butcher,(330) 753-7216,"155 2nd St NW, Barberton, OH 44203, USA",Barberton,OH,187,https://alsmeatsandeats.com/,pictures are old but looks nice enough,pictures are old but looks nice enough,
allmaned@sbcglobal.net,N/A,N/A,Azman Quality Meats,Butcher,(216) 481-0826,"610 E 200th St, Euclid, OH 44119, USA",Euclid,OH,106,N/A,,,
abbyrowe14@yahoo.com,N/A,N/A,Dave's Quality Meats Of West Chester,Butcher,(513) 428-1330,"4883 Smith Rd, West Chester Township, OH 45069, USA",West Chester Township,OH,152,https://www.deliwestchesterohio.com/,nice looking place,,
44511330-799-3477330-799-5750info@rullibrothers.com,N/A,N/A,Rulli Brothers,Butcher,(330) 799-3477,"4331 Kirk Rd, Youngstown, OH 44511, USA",Youngstown,OH,1489,https://rullibrothers.com/,,,
3DMeats@gmail.com,N/A,N/A,3D Meats,Butcher,(330) 985-0311,"14740 Lincoln Way E, Dalton, OH 44618, USA",Dalton,OH,269,https://3-dmeats.com/,"nice enough, big footprint building",,
zillmansmeatmarket@mail.com,N/A,N/A,Zillman's Meat Market,Butcher,(715) 845-5123,"1910 N 6th St, Wausau, WI 54403, USA",Wausau,WI,89,N/A,,,
wholeharvestmeats@gmail.com,N/A,N/A,Whole Harvest Meats,Butcher,(262) 332-6031,"202 E Main St, Waterford, WI 53185, USA",Waterford,WI,30,http://wholeharvestmeats.com/,,,
westbendsausageplus@gmail.com,N/A,N/A,West Bend Sausage Plus,Butcher,(262) 429-1896,"1435 W Washington St, West Bend, WI 53095, USA",West Bend,WI,355,http://westbendsausageplus.com/,,,
weissmeatco@gmail.com,N/A,N/A,Weiss Meats,Butcher,(262) 389-6464,"S87w22370 Forest Home Ave, Big Bend, WI 53103, USA",Big Bend,WI,56,http://www.weissmeatco.com/,,,
Wattergreenhousefarm@gmail.com,N/A,N/A,Watter Farms,Butcher,(920) 729-1012,"2015 County Rd II, Neenah, WI 54956, USA",Neenah,WI,246,https://www.watterfarms.com/,,,
villagemarketfdl@att.net,N/A,N/A,Village Market Specialty Foods,Butcher,(920) 922-2265,"806 S Main St, Fond du Lac, WI 54935, USA",Fond du Lac,WI,60,http://www.villagemarketfdl.com/,,,
Twocreekfarmsllc@gmail.com,N/A,N/A,Two Creek Farms LLC,Butcher,(262) 558-5819,"1360 15th Ave, Union Grove, WI 53182, USA",Union Grove,WI,82,https://www.twocreekfarmsllc.com/,,,
townshipmeats@gmail.com,N/A,N/A,"Township Meats, LLC",Butcher,(608) 371-2382,"6033 W Hanover Rd, Janesville, WI 53548, USA",Janesville,WI,12,https://www.townshipmeats.com/,,,
tom@capcentremarket.com,Tom,N/A,Capitol Centre Market,Butcher,(608) 255-2616,"111 N Broom St, Madison, WI 53703, USA",Madison,WI,821,http://www.capcentremarket.com/,"nice grocery store, high priority for either",,
toddmonge@custom-landscaping.com,Todd,N/A,Prime Choice Meat Market,Butcher,(715) 479-4456,"1144 US-45, Eagle River, WI 54521, USA",Eagle River,WI,69,http://www.prime-choicemeats.com/,,,
themeatshop21@gmail.com,N/A,N/A,"The Meat Shop, LLC.",Butcher,(608) 372-6039,"25321 Grain Ave, Tomah, WI 54660, USA",Tomah,WI,69,N/A,,,
thebutcherinpineriver@gmail.com,N/A,N/A,The Butcher in Pine River,Butcher,(920) 987-5191,"W2575 Aspen Dr, Pine River, WI 54965, USA",Pine River,WI,18,http://thebutcherinpineriver.com/,,,
Swissfamilysmokehouse@Gmail.com,N/A,N/A,Swiss Family Smokehouse,Butcher,(608) 882-4030,"104 N Madison St, Evansville, WI 53536, USA",Evansville,WI,34,http://www.swissfamily.biz/,,,
Support@kettlerangemeats.com,N/A,N/A,Kettle Range Meat Company - Elm Grove,Butcher,(262) 505-5525,"13402 Watertown Plank Rd, Elm Grove, WI 53122, USA",Elm Grove,WI,73,http://www.kettlerangemeats.com/,"cool place, don't see pl can't see a ton",,
stoddardsmarket@gmail.com,N/A,N/A,Stoddard's Meat Market & Catering,Butcher,(608) 839-4228,"205 E Cottage Grove Rd, Cottage Grove, WI 53527, USA",Cottage Grove,WI,119,http://www.stoddardsmarket.com/,,,
Stjoescountrymarket@gmail.com,N/A,N/A,St Joe's Country Market,Butcher,(608) 788-1575,"W2721 WI-33, La Crosse, WI 54601, USA",La Crosse,WI,77,https://www.stjoescountrymarket.com/,,,
starzermeats2011@yahoo.com,N/A,N/A,Starzer Meats LLC,Butcher,(920) 897-3108,"4067 Crescent Ln, Pound, WI 54161, USA",Pound,WI,36,https://www.starzermeats.com/,,,
sp@skismeatmarket.com,N/A,N/A,Ski's Meat Market,Butcher,(715) 344-8484,"5370 US-10 Suite C, Stevens Point, WI 54482, USA",Stevens Point,WI,138,http://www.skismeatmarket.com/,,,
SorgsFarmPacking@gmail.com,N/A,N/A,Sorgs Quality Meats & Sausages,Butcher,(262) 724-5554,"N4290 US-14, Darien, WI 53114, USA",Darien,WI,333,https://sorgsmeats.com/,,,
smithbrosmeats@yahoo.com,N/A,N/A,Smith Bros Meats & Catering,Butcher,(800) 949-1393,"822 S Division St, Colby, WI 54421, USA",Colby,WI,71,http://smithbrosmeats.com/,,,
smartcows@webersfarmstore.com,N/A,N/A,Weber's Farm Store,Butcher,(715) 384-5639,"9706 County Rd H, Marshfield, WI 54449, USA",Marshfield,WI,553,https://webersfarmstore.com/,,,
Sherwoodforestmeatmarket@gmail.com,N/A,N/A,Sherwood Forest Meat Market,Butcher,(262) 721-2828,"5814 6th Ave, Kenosha, WI 53140, USA",Kenosha,WI,25,http://www.sherwood-gamefarm.com/,,,
shari@pineriverdairy.com,Shari,N/A,Pine River Dairy Inc,Cheese Shop,(920) 758-2233,"10115 English Lake Rd, Manitowoc, WI 54220, USA",Manitowoc,WI,230,http://www.pineriverdairy.com/,,,
service@leroymeats.com,N/A,N/A,Leroy Meats of Horicon,Butcher,(920) 485-2554 ext. 1,"85 Washington St, Horicon, WI 53032, USA",Horicon,WI,381,https://leroymeats.com/,they have pl seasonings and bbq in a decanted so isnt shawnee,,
scraycheeseonlineorders@scraycheese.com,N/A,N/A,Scray Cheese,Butcher,(920) 347-0303,"2082 Old Martin Rd, De Pere, WI 54115, USA",De Pere,WI,395,https://scraycheese.com/?y_source=1_MjQ4NjE0MDEtNzE1LWxvY2F0aW9uLndlYnNpdGU=,,,
Schwallermeat@gmail.com,N/A,N/A,Schwaller Meats,Butcher,(920) 400-1166,"633 Eastern Ave, Plymouth, WI 53073, USA",Plymouth,WI,31,N/A,,,
schuettfarms@yahoo.com,N/A,N/A,Schuett Farms,Farm Market,(262) 968-4348,"W299 S6370 WI-83, Mukwonago, WI 53149, USA",Mukwonago,WI,138,http://www.schuettfarm.com/,,,
salchertmeats@gmail.com,N/A,N/A,Salchert Meats,Butcher,(920) 999-2651,"1200 Main St, St Cloud, WI 53079, USA",St Cloud,WI,137,http://www.salchertmeats.com/,,,
rschober70@yahoo.com,N/A,N/A,MacTaggart's Market & Deli,Butcher,(608) 251-0911,"230 W Lakelawn Pl, Madison, WI 53703, USA",Madison,WI,133,http://mactaggartsmarket.com/,could be good jerky lead,,
routes.leroymeats@gmail.com,N/A,N/A,Leroy Meats of Fox Lake,Butcher,(920) 485-2554,"739 W State St, Fox Lake, WI 53933, USA",Fox Lake,WI,382,http://www.leroymeats.com/,"make meat sticks and jerky, have pl sauces in decanter bottle, might want to expand or try queso",,
Radtkeslittlerivermeats@gmail.com,N/A,N/A,Radtke's Little River Meats,Butcher,(920) 867-3288,"E5953 Evanswood Rd, Weyauwega, WI 54983, USA",Weyauwega,WI,12,https://www.facebook.com/share/15XrDn6adS/,,,
qualitycutmeats@yahoo.com,N/A,N/A,Quality Cut Meats Inc,Butcher,(920) 528-8424,"123 Milwaukee Ave, Cascade, WI 53011, USA",Cascade,WI,55,https://www.qualitycutmeats.com/,,,
premmeats@gmail.com,N/A,N/A,Prem Meats Prairie Du Sac,Butcher,(608) 588-2164,"1940 Prairie St, Prairie du Sac, WI 53578, USA",Prairie du Sac,WI,43,http://premmeats.com/,,,
popspantrymuskego@gmail.com,N/A,N/A,Pop's Pantry,Butcher,(414) 367-0873,"S75W17461 Janesville Rd, Muskego, WI 53150, USA",Muskego,WI,29,https://www.popspantrymuskego.com/,,,
Pipemeatmarket@gmail.com,N/A,N/A,Pipe Meat Market,Butcher,(920) 795-4146,"N10285 US-151, Malone, WI 53049, USA",Malone,WI,33,http://pipe-meat-market.jany.io/,,,
PingelProcessing@gmail.com,N/A,N/A,Pingel Processing LLC,Butcher,(715) 851-8281,"W9262 Co Rd A, Shawano, WI 54166, USA",Shawano,WI,56,http://www.pingelprocessing.com/,,,
phillyson4th@gmail.com,N/A,N/A,Philly's Grocery & Deli,C-Store,(920) 922-6130,"321 4th St, Fond du Lac, WI 54935, USA",Fond du Lac,WI,485,https://m.facebook.com/pages/category/Deli/Phillys-on-4th-Grocery-Deli-194817473879845/,,,
petesmrk@wctc.net,N/A,N/A,"Pete's Meat Service, LLC",Butcher Shop,(715) 435-3250,"1665 Main St, Rudolph, WI 54475, USA",Rudolph,WI,24,N/A,,,
pelkinsmarket@yahoo.com,N/A,N/A,Pelkin's Smokey Meat Market,Butcher,(920) 600-0024,"1756 Riverside Dr Upper Suite, Suamico, WI 54173, USA",Suamico,WI,164,https://www.pelkinsmeat.com/,,,
pelkinsmarket@yahoo.com,N/A,N/A,Pelkin's Smokey Meat Market,Butcher,(715) 257-0364,"600 S US Hwy 141, Crivitz, WI 54114, USA",Crivitz,WI,305,https://pelkinsmeat.com/,,,
paulroberts@robertsspecialtymeatswaukesha.net,Paul,N/A,Roberts' Specialty Meats,Butcher,(262) 549-6328,"135 E Sunset Dr, Waukesha, WI 53189, USA",Waukesha,WI,235,http://www.robertsspecialtymeatswaukesha.com/,,,
ottosmeat@gmail.com,N/A,N/A,Otto's Meats,Butcher,(920) 845-2612,"N5674 Adams St, Luxemburg, WI 54217, USA",Luxemburg,WI,111,http://ottosmeats.com/,,,
office@twincitiespacking.com,N/A,N/A,Twin Cities Pack,Butcher,(608) 676-4428,"5607 E County Rd J, Clinton, WI 53525, USA",Clinton,WI,13,http://twincitiespacking.com/,,,
office@roskommeats.com,N/A,N/A,Roskom Meats,Butcher,(920) 766-1657,"W803 County Rd S, Kaukauna, WI 54130, USA",Kaukauna,WI,114,http://www.roskommeats.com/,,,
niemuthssteakandchopshop@gmail.com,N/A,N/A,Niemuth's Steak & Chop Shop,Butcher,(715) 258-2666,"715 Redfield St, Waupaca, WI 54981, USA",Waupaca,WI,153,N/A,,,
Neysbigsky@yahoo.com,N/A,N/A,Ney's Natural Premium Meats and Sweets,Butcher,(262) 297-1400,"310 E Washington St, Slinger, WI 53086, USA",Slinger,WI,74,http://www.neyspremium.com/,,,
newtonm@lakefield.net,N/A,N/A,Newton Meats Inc,Butcher,(920) 726-4455,"5616 County Rd U, Newton, WI 53063, USA",Newton,WI,77,http://www.newtonmeatsinc.com/,,,
monterreymarket@gmail.com,N/A,N/A,Monterrey Market,Butcher,(414) 643-6668,"3014 South 13th Street, Milwaukee, WI 53215, USA",Milwaukee,WI,611,https://monterreymarketwi.com/online,,,
millerndaughter@gmail.com,N/A,N/A,Miller & Sons Supermarket,Butcher,(608) 845-6478,"210 S Main St, Verona, WI 53593, USA",Verona,WI,1068,http://www.millerandsonssupermarket.com/,,,
miker1971@live.com,Mike,N/A,Riechers Meat Processing,Butcher,(608) 439-5339,"103 W Center St, South Wayne, WI 53587, USA",South Wayne,WI,24,http://www.riechersmeat.com/,,,
meatsusa@mwt.net,N/A,N/A,Westby Locker & Meats,Butcher,(608) 634-4515,"406 N Main St, Westby, WI 54667, USA",Westby,WI,38,N/A,,,
meatskisqualitymeats@gmail.com,N/A,N/A,Meatski's,Butcher,(920) 897-3392,"W11124 WI-64, Pound, WI 54161, USA",Pound,WI,144,http://www.meatskis.com/,"make their own jerky, try sauce",,
Maassfarms@centurytel.net,N/A,N/A,Wisconsin Bison Co,Butcher,(920) 833-7474,"W2282 WI-54, Seymour, WI 54165, USA",Seymour,WI,23,N/A,,,
Luke@JacobsMeatMarket.com,Luke,N/A,Jacobs Meat Market,Butcher,(920) 733-1031,"544 N Lawe St, Appleton, WI 54911, USA",Appleton,WI,427,http://www.jacobsmeatmarket.com/,"can't see jerky, dillman might work better",,
louiseniemuth@gmail.com,N/A,N/A,Niemuth's Southside Market,Butcher,(920) 734-4905,"2121 S Oneida St, Appleton, WI 54915, USA",Appleton,WI,325,http://niemuths.com/,,,
lomelimeatskenosha@gmail.com,N/A,N/A,Lomeli Butcher Shop,Butcher,(262) 657-7639,"5525 18th Ave, Kenosha, WI 53140, USA",Kenosha,WI,206,http://lomelimeats.com/,nice place for either call and ask about jerky first,,
lisawilson5182@gmail.com,Lisa,N/A,Wilson Farm Meats,Butcher,(262) 723-2919,"406 S Wisconsin St, Elkhorn, WI 53121, USA",Elkhorn,WI,168,http://www.wilsonfarmmeats.com/,,,
leetabbert65@gmail.com,Lee,Tabbert,Bubba's Meats LLC,Butcher,(608) 782-8453,"1248 Redfield St, La Crosse, WI 54601, USA",La Crosse,WI,69,https://bubbasmeats.com/,"new place, looks nice not huge. make their own jerky",,
laketomahawkmeatmarket@gmail.com,N/A,N/A,Lakeside Country Store,Butcher,(920) 755-4949,"12124 WI-42, Mishicot, WI 54228, USA",Mishicot,WI,422,https://justplainbusiness.com/lakeside-country-store/,"nice place, dont see much pl though",,
laketomahawkmeatmarket@gmail.com,N/A,N/A,Lake Tomahawk Meat Market,Butcher,(715) 277-3337,"7259 WI-47, Lake Tomahawk, WI 54539, USA",Lake Tomahawk,WI,236,N/A,"make jerky, sauce",,
jordan@sentrydelafield.com,Jordan,N/A,Albrecht's Sentry Foods,Butcher,(262) 646-9483,"3255 Golf Rd, Delafield, WI 53018, USA",Delafield,WI,1195,http://www.sentrydelafield.com/,"grocery store, would be huge account",,
johnstownfoodcenter@yahoo.com,N/A,N/A,Johnstown Meat Co 2,Butcher,(779) 302-4806,"114 Madison St, Walworth, WI 53184, USA",Walworth,WI,73,https://www.johnstownmeatco.com/,do not see jerky ask nicely,,
joe.wood@sendiks.com,Joe,Wood,Sendik's Food Market,Butcher,(262) 241-9525,"10930 N Port Washington Rd, Mequon, WI 53092, USA",Mequon,WI,918,https://www.sendiks.com/,,"18 locations in milwaukee good target, vendor form filled",
jnemeats@gmail.com,there,N/A,JNE Meats,Butcher,(715) 944-9086,"4257 N Prairie View Rd, Lake Hallie, WI 54729, USA",Lake Hallie,WI,91,N/A,make their own jerky medium priority dillman lead,,
jeff@wasedafarms.com,Jeff,N/A,Waseda Farms Market,Butcher,(920) 632-7271,"330 Reid St, De Pere, WI 54115, USA",De Pere,WI,52,http://www.wasedafarms.com/,,,
items.llmoohauler@gmail.com,there,N/A,OMG Butchering LLC,Butcher,(715) 383-0206,"10624 WI-73, Pittsville, WI 54466, USA",Pittsville,WI,37,https://www.omgbutchering.com/,,,
info@wisconsinrivermeats.com,there,N/A,Wisconsin River Meats,Butcher,(608) 847-7413,"N5340 County Rd HH, Mauston, WI 53948, USA",Mauston,WI,389,https://www.wisconsinrivermeats.com/,,,
info@westallischeese.com,there,N/A,West Allis Cheese & Sausage Shoppe,Butcher,(414) 543-4230,"6832 W Becher St, West Allis, WI 53219, USA",West Allis,WI,1762,http://www.westallischeese.com/,,,
